time,open,high,low,close,tick_volume,spread,real_volume,EMA50,EMA200,RSI,CCI,MACD,Signal,DIplus,DIminus,ADX,MFI,BBr,cumdelta_rsi,ROC,stoch_rsi_k,stoch_rsi_d,ParabolicSAR_Signal,ATR
1703887200,1.32376,1.32554,1.32273,1.32501,30274,0,17608782000,1.32368,1.33659,56.81335,95.88157,0.0004068,0.0002196,28.78184,11.04563,37.24985,66.91864,0.79635,65.67389,0.17616,53.99369,43.52964,1,0.00238
